epoch,train_loss,train_accuracy,val_loss,val_accuracy
29,0.04978875843358647,0.9824175824175824,0.09366634748586568,0.9736842105263158
30,0.04963030449199841,0.9824175824175824,0.08881562074527652,0.9736842105263158
31,0.05061336540026921,0.9802197802197802,0.09592311353432346,0.9736842105263158
32,0.04955013658925528,0.9824175824175824,0.09544014345600947,0.9736842105263158
33,0.050533660311567016,0.9824175824175824,0.08917979970661281,0.9736842105263158
34,0.04702350770605944,0.9868131868131869,0.0985446241569936,0.9736842105263158
35,0.04909185822487487,0.9824175824175824,0.0869206327003686,0.9736842105263158
36,0.04737233979252901,0.9846153846153847,0.0990437391025908,0.9736842105263158
37,0.046684416324169066,0.989010989010989,0.09667778574071809,0.9736842105263158
38,0.04969626855821685,0.9802197802197802,0.09403048874408854,0.9736842105263158
39,0.04422480315489339,0.989010989010989,0.09415682532749776,0.9736842105263158
40,0.04659034303282404,0.9846153846153847,0.0957252346199087,0.9736842105263158
41,0.04587611009185861,0.9868131868131869,0.10244485294417602,0.9736842105263158
42,0.0453065411187902,0.978021978021978,0.08991072467227124,0.9736842105263158
43,0.04744492462480858,0.9802197802197802,0.09487652956362284,0.9736842105263158
44,0.04350682173913071,0.9824175824175824,0.09972024994009723,0.9736842105263158
45,0.0467033801571335,0.9868131868131869,0.09479762897140316,0.9736842105263158
46,0.04517202035953589,0.9846153846153847,0.10706362818734604,0.9736842105263158
47,0.04591714284573101,0.9846153846153847,0.10280714040998967,0.9736842105263158
48,0.043467371206551614,0.9846153846153847,0.09036224431234695,0.9736842105263158
49,0.04317380393955437,0.9846153846153847,0.09801655080409742,0.9736842105263158
50,0.0416642809313844,0.9868131868131869,0.10157302552657757,0.9736842105263158
51,0.04368588032604942,0.9846153846153847,0.09795105522230453,0.9736842105263158
52,0.04520185880815401,0.9846153846153847,0.09508710787107044,0.9736842105263158
53,0.04044129199585264,0.9868131868131869,0.09935583840943125,0.9736842105263158
54,0.04396718932223422,0.9824175824175824,0.10259151440630354,0.9736842105263158
55,0.03762971225339382,0.9846153846153847,0.11241793175265456,0.9824561403508771
56,0.04469248219318987,0.9824175824175824,0.10332268984911731,0.9736842105263158
57,0.042094123735806635,0.9846153846153847,0.12338003316183557,0.9736842105263158
58,0.041657117328706285,0.978021978021978,0.12014401429988215,0.9736842105263158
59,0.048353643275253745,0.978021978021978,0.1028692367174664,0.9736842105263158
60,0.04282673087268527,0.9824175824175824,0.10548207862899052,0.9736842105263158
61,0.04494000011014333,0.978021978021978,0.10720149422690262,0.9736842105263158
62,0.04234024229726957,0.9824175824175824,0.11114008469415984,0.9736842105263158
63,0.04021688398014353,0.9868131868131869,0.10971471169307474,0.9736842105263158
64,0.03933162004687104,0.9868131868131869,0.102107540937571,0.9736842105263158
65,0.040994341996248504,0.9802197802197802,0.10720036401864534,0.9736842105263158
66,0.040202771002528254,0.9868131868131869,0.11912910472294773,0.9736842105263158
67,0.04259143811139127,0.9868131868131869,0.11543583027077817,0.9736842105263158
68,0.03645145200369899,0.9846153846153847,0.11484589767629624,0.9736842105263158
69,0.03788370242739236,0.9846153846153847,0.12331299347832353,0.9736842105263158
70,0.042274601295661254,0.9824175824175824,0.10574064658736942,0.9736842105263158
71,0.03784459437993345,0.989010989010989,0.12884152675852195,0.9736842105263158
72,0.040028062980456344,0.9824175824175824,0.11443830954462997,0.9736842105263158
73,0.037883302193334675,0.9868131868131869,0.11306645193246058,0.9736842105263158
74,0.03502090630431452,0.989010989010989,0.12948090041215357,0.9736842105263158
75,0.04286881674187175,0.9802197802197802,0.11391206692649104,0.9736842105263158
76,0.03897114081575744,0.978021978021978,0.10950441944510254,0.9736842105263158
77,0.03624328204482553,0.9824175824175824,0.11632991027953032,0.9736842105263158
78,0.03668732256617121,0.9868131868131869,0.11885455678206129,0.9736842105263158
79,0.038902081171829236,0.9846153846153847,0.1097778273973527,0.9736842105263158
80,0.036823868405243994,0.9846153846153847,0.1316969331105472,0.9736842105263158
81,0.03745166891933049,0.9824175824175824,0.11297561738727119,0.9736842105263158
82,0.040757716246450915,0.9824175824175824,0.13655615069406532,0.9649122807017544
83,0.032219959478750636,0.989010989010989,0.1401334087612231,0.9736842105263158
84,0.03708631797077066,0.9846153846153847,0.11284838396273954,0.9736842105263158
85,0.036593913665316176,0.9868131868131869,0.13284098332214878,0.9649122807017544
86,0.03902662013539824,0.9824175824175824,0.1309332095575228,0.9736842105263158
87,0.03732642460633605,0.9846153846153847,0.13262484546544331,0.9736842105263158
88,0.03430779922304577,0.9846153846153847,0.14353161037661916,0.9736842105263158
89,0.03408948272658505,0.978021978021978,0.1495912060975475,0.9649122807017544
90,0.03623316427955541,0.989010989010989,0.11428758703897869,0.9736842105263158
91,0.03213637712315331,0.9846153846153847,0.12201794652933498,0.9736842105263158
92,0.03148792895564298,0.989010989010989,0.12876576942363896,0.9736842105263158
93,0.030194130467169407,0.9824175824175824,0.12017141980080204,0.9736842105263158
94,0.031873104062184694,0.989010989010989,0.14479118973433325,0.9649122807017544
95,0.034669543195289344,0.989010989010989,0.1293419393796212,0.9736842105263158
96,0.034140357854907134,0.9846153846153847,0.12590967229496258,0.9736842105263158
97,0.03411497099601174,0.9846153846153847,0.16856275469755444,0.956140350877193
98,0.03592755521221857,0.9868131868131869,0.1610847634859435,0.956140350877193
99,0.029135492570786157,0.989010989010989,0.11902297593969334,0.9736842105263158
